Country,Year,Status,Life_expectancy,Adult_mortality,Infant_mortality,Alcohol_consumption,Health_expenditure,HepB_immunization,Measles_cases,BMI,Under_5_deaths,Polio_immunization,Total_health_expenditure,Diphtheria_immunization,HIV_AIDS_deaths,GDP_per_capita,Population,Thinness_1_19_years,Thinness_5_9_years,Human_development_index,Schooling_years
Luxembourg,2005,Developed,78.8,9,0,11.84,1346.246697,95,0,57,0,99,7.95,99,0.1,8289.69641,465158,1,0.9,0.874,13.5
Luxembourg,2002,Developed,78.3,95,0,12.91,910.5062778,95,0,55.2,0,99,8.27,99,0.1,5293.64115,446175,1,0.9,0.86,13.5
Luxembourg,2001,Developed,78,96,0,12.89,7877.33656,86,0,54.6,0,99,7.4,99,0.1,48179.4285,441525,1,1,0.854,13.4
Madagascar,2013,Developing,64.7,23,29,0.87,79.50882493,74,6,19.5,40,73,4.15,74,0.4,461.723722,22961146,7.3,7.2,0.508,10.3
Madagascar,2012,Developing,64.3,235,30,0.87,59.97914461,7,2,19,42,71,3.46,7,0.4,443.9611,22346573,7.4,7.3,0.506,10.2
Madagascar,2011,Developing,63.8,241,31,0.97,78.79967196,73,0,18.5,43,73,4.24,73,0.4,454.963464,21743949,7.5,7.4,0.504,10.2
Madagascar,2008,Developing,62.3,259,34,0.68,6.448762615,77,3,17.1,49,77,4.5,77,0.5,47.733254,19996469,7.8,7.7,0.491,9.4
Madagascar,2007,Developing,61.9,261,35,0.71,55.43034455,84,0,16.7,51,83,4.98,84,0.6,377.8482928,19433523,7.9,7.8,0.483,9.1
Madagascar,2005,Developing,69,265,37,0.72,33.74786198,81,0,15.8,56,8,5.3,85,0.6,274.819723,18336724,8.1,8,0.473,8.9
Madagascar,2003,Developing,59.9,268,40,0.93,37.12894787,61,62233,15,60,65,4.81,66,0.7,316.7998965,17279141,8.3,8.3,0.457,8.5
Madagascar,2002,Developing,59.3,271,41,0.9,47.5262138,51,10795,14.7,63,61,5.29,62,0.7,262.2859481,16765117,8.5,8.4,0.462,8.3
Malawi,2013,Developing,56.7,394,29,0.01,55.83107625,89,1,18.8,42,89,1.96,89,6.3,332.922339,16577147,6.5,6.4,0.459,10.7
Malawi,2011,Developing,54.1,441,32,1.23,13.77617463,97,26,18,50,97,11.67,97,11.2,512.125451,15627618,6.7,6.6,0.444,10.6
Malawi,2008,Developing,50,525,36,1.27,74.34482999,91,20,16.9,58,92,1.7,91,16.9,372.842678,14271234,7,6.9,0.4,9.6
Malawi,2006,Developing,47.1,587,38,1.18,6.847033785,99,1,16.2,61,99,8.99,99,21.1,297.6971211,13429262,7.3,7.1,0.377,9.6
Malawi,2003,Developing,44.6,613,43,1.08,4.375316094,84,167,15.2,70,85,6.35,84,24.2,26.152517,12336687,7.6,7.5,0.362,10.3
Malawi,2001,Developing,43.5,599,48,1.15,12.79760626,,150,14.4,80,86,5.7,9,25.1,146.7615397,11695863,7.9,7.7,0.387,10.1
Malawi,2000,Developing,43.1,588,51,1.18,13.76270195,,304,14.1,84,73,6.7,75,25.5,153.2594872,11376172,8,7.9,0.391,10.7
Malaysia,2011,Developing,74.3,13,3,0.51,9.23002632,96,1569,36.3,4,96,3.89,96,0.1,145.1262,28635128,8,7.8,0.774,13
Malaysia,2010,Developing,74.1,131,3,0.49,65.56659662,96,73,35.3,4,96,3.99,96,0.1,971.356987,28112289,8.2,8,0.764,12.8
Malaysia,2007,Developing,73.7,133,3,0.43,409.9812523,96,394,32.5,4,97,3.61,97,0.1,7269.17114,26625845,8.7,8.5,0.736,12.3
Malaysia,2006,Developing,73.6,134,3,0.42,365.9113978,95,564,31.6,4,95,3.65,95,0.1,6222.982955,26143566,8.8,8.6,0.732,12.7
Malaysia,2005,Developing,73.4,135,3,0.46,297.5913833,96,1407,3.7,4,96,3.29,96,0.1,5593.822995,25659393,9,8.8,0.734,12.9
Malaysia,2002,Developing,72.9,14,4,0.49,216.7029481,95,408,27.9,4,94,3.4,94,0.1,4167.364387,24198811,9.5,9.3,0.723,12
Maldives,2015,Developing,78.5,61,0,,0,99,0,27.4,0,99,,99,0.1,8395.785198,400000,13.6,13.6,0.701,12.7
Maldives,2014,Developing,78.2,62,0,0.01,2051.748615,99,0,26.2,0,99,13.73,99,0.1,7716.2415,400000,13.6,13.7,0.693,12.7
Maldives,2013,Developing,77.9,64,0,0.01,1626.591186,99,0,25.1,0,99,11.16,99,0.1,7112.33575,400000,13.7,13.8,0.683,12.4
Maldives,2012,Developing,77.6,65,0,0.01,1259.940376,99,0,24.1,0,99,9.16,99,0.1,6541.7465,400000,13.8,13.9,0.675,12.1
Maldives,2011,Developing,77.3,67,0,1.92,1079.893546,96,0,23.1,0,96,8.11,96,0.1,6497.55443,400000,13.9,14,0.663,11.8
Maldives,2010,Developing,76.7,73,0,1.83,91.13971812,97,0,22.1,0,97,7.93,96,0.1,633.79498,400000,14,14.1,0.653,11.6
Maldives,2009,Developing,76.3,75,0,1.59,100.503021,98,6,21.2,0,98,9.22,98,0.1,597.1659,400000,14.1,14.2,0.651,11.8
Maldives,2008,Developing,75.9,81,0,1.76,1077.712092,98,0,2.3,0,98,9.3,98,0.1,5828.621374,400000,14.2,14.3,0.641,11.8
Maldives,2007,Developing,75.4,82,0,1.78,6.491488598,98,20,19.5,0,98,6.64,98,0.1,52.862285,400000,14.3,14.4,0.632,11.9
Maldives,2006,Developing,75,88,0,1.62,659.8499118,98,47,18.7,0,98,7.37,98,0.1,4428.522898,400000,14.3,14.5,0.622,12
Maldives,2005,Developing,74.3,93,0,1.47,620.9518909,98,1395,18,0,98,9.52,98,0.1,3488.493769,400000,14.4,14.5,0.625,12.1
Maldives,2004,Developing,73.4,16,0,1.6,611.9093566,97,37,17.3,0,96,5.89,96,0.1,3853.33348,400000,14.5,14.6,0.617,12.2
Maldives,2003,Developing,72.7,112,0,1.75,491.4978908,98,75,16.7,0,98,5.9,98,0.1,3432.247841,400000,14.6,14.7,0.601,11.8
Maldives,2002,Developing,71.8,124,0,1.95,4.299053392,98,926,16.2,0,98,5.78,98,0.1,32.37239,400000,14.6,14.7,0.597,12
Maldives,2001,Developing,78,129,0,1.98,41.30688803,98,0,15.6,0,97,5.84,98,0.1,298.67598,400000,14.7,14.8,0.587,11.8
Maldives,2000,Developing,69.6,139,0,1.83,300.1621026,96,20,15.2,0,98,8,98,0.1,2182.99711,400000,14.8,14.8,0.577,11.3
Mali,2014,Developing,57.8,272,52,0.01,46.56231672,73,290,23.2,85,74,6.86,73,1.6,825.5729915,16962846,7.9,7.7,0.43,8.2
Mali,2013,Developing,57.3,275,53,0.01,36.86104319,69,221,22.5,86,7,6.58,69,1.6,777.659139,16477818,8.1,7.9,0.421,8
Mali,2008,Developing,55.5,278,55,0.57,102.1413744,74,98,19.6,94,74,6.74,74,1.6,689.6784228,14138216,9.2,9,0.36,5.8
Mali,2005,Developing,53.6,29,57,0.55,60.21211141,83,33,18,101,78,6.34,77,1.9,487.942556,12798763,9.9,9.7,0.338,5.8
Mali,2002,Developing,51.2,31,60,0.53,3.67646576,,717,16.5,108,65,6.32,61,2.3,334.22416,11638929,1.5,1.5,0.308,4.9
Mali,2001,Developing,55,34,60,0.51,4.395885717,,4464,16.1,110,56,6.39,49,2.4,36.8473237,11293258,1.8,1.7,0.297,4.6
Malta,2015,Developed,81.7,54,0,,0,95,2,69.6,0,97,,97,0.1,23819.4636,431874,0.8,0.8,0.853,14.6
Malta,2014,Developed,81.4,55,0,8.49,409.6000248,9,0,69.2,0,99,9.75,99,0.1,2618.92599,427364,0.8,0.8,0.847,14.3
Malta,2013,Developed,81.1,57,0,8.58,374.2947283,94,0,68.8,0,99,9.89,99,0.1,2393.1888,423374,0.8,0.7,0.828,14.2
Malta,2012,Developed,81,58,0,7.67,343.123395,93,0,68.4,0,99,9.95,99,0.1,2193.8836,419455,0.8,0.7,0.821,14.1
Malta,2011,Developed,87,59,0,6.91,3601.287457,82,3,68,0,96,9.6,96,0.1,22821.847,416268,0.8,0.7,0.826,14.8
Malta,2009,Developed,82,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,412477,0.8,0.7,0.815,14.4
Malta,2003,Developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,398582,0.7,0.7,0.79,13.8
Malta,2002,Developed,78.2,75,0,5.73,1552.740429,,7,63.4,0,95,7.86,95,0.1,11843.9392,395969,0.7,0.7,0.786,13.8
Marshall Islands,2013,Developing,,,0,0.01,871.8783173,8,0,81.6,0,79,17.24,79,0.1,3617.752354,49000,0.1,0.1,,0
Mauritania,2015,Developing,63.1,25,8,,0,73,1,3.8,12,67,,73,0.9,1158.256469,4182341,7.8,7.5,0.513,8.5
Mauritania,2011,Developing,62.2,212,8,0.01,79.27658464,75,234,28.1,12,73,2.87,75,1.2,1393.261593,3717672,8.5,8.3,0.487,7.7
Mauritania,2007,Developing,61.2,219,8,0.02,7.35400072,74,11,25.5,12,75,3.54,75,1.3,113.3128,3312665,9.4,9.1,0.475,7.4
Mauritania,2003,Developing,63,226,8,0.01,29.65370899,,3611,22.9,12,75,4.53,76,1.3,528.586613,2957117,1.3,1.1,0.447,6.6
Mauritania,2002,Developing,62,228,7,0.02,4.113190741,,883,22.3,12,91,5.31,89,1.2,46.9542322,2873228,1.5,1.3,0.446,6.5
Mauritius,2013,Developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,1258653,7,7,0.765,14.7
Mauritius,2012,Developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,1255882,7.1,7,0.756,14.3
Mauritius,2009,Developing,72.8,166,0,2.83,624.2361828,99,15,3.2,0,99,4.97,99,0.1,7318.12641,1247429,7.3,7.3,0.734,13.8
Mauritius,2008,Developing,72.7,166,0,2.49,6.6489825,99,12,29.7,0,99,4.6,99,0.1,83.635,1244121,7.4,7.3,0.728,13.6
Mauritius,2006,Developing,71.8,165,0,3.73,502.3844946,97,3,28.6,0,98,4.38,97,0.1,5695.969327,1233996,7.6,7.5,0.713,13.4
Mauritius,2005,Developing,72.1,168,0,3.94,479.9234077,97,7,28,0,97,4.47,97,0.1,5116.45424,1228254,7.7,7.6,0.704,13
Mauritius,2001,Developing,71.5,177,0,4.38,70.15536981,92,0,25.8,0,93,3.87,92,0.1,3792.182152,1196287,8,8,0.673,12.2
Mauritius,2000,Developing,71,177,0,4.6,336.3213326,88,0,25.3,0,88,3.78,88,0.1,3861.32414,1186873,8.1,8.1,0.667,12.1
Mexico,2013,Developing,76.6,12,32,5.23,150.408875,82,0,62.1,37,83,6.3,83,0.1,1298.86766,122535969,1.6,1.5,0.753,12.9
Mexico,2010,Developing,75.6,127,35,5.21,1033.039737,93,0,6.1,40,95,6.39,95,0.1,8959.581416,117318941,1.6,1.6,0.739,12.5
Mexico,2007,Developing,76,123,38,5.35,105.7476131,98,0,57.9,45,98,5.92,98,0.1,933.341687,111836346,1.7,1.7,0.731,12.3
Micronesia,2015,Developing,69.4,166,0,,0,78,0,69.4,0,71,,72,0.1,2500,100000,0.2,0.2,0.637,11.7
Micronesia,2014,Developing,69.4,164,0,1.58,0,81,140,68.7,0,76,13.71,77,0.1,2500,100000,0.2,0.2,0.639,11.7
Micronesia,2013,Developing,69.2,166,0,1.67,0,83,0,68.1,0,81,13.38,81,0.1,2500,100000,0.2,0.2,0.641,11.7
Micronesia,2012,Developing,69,168,0,2.98,0,82,0,67.5,0,81,12.77,81,0.1,2500,100000,0.2,0.2,0.64,11.7
Micronesia,2011,Developing,68.9,169,0,1.89,0,83,0,67,0,83,13.76,84,0.1,2500,100000,0.2,0.2,0.638,11.7
Micronesia,2010,Developing,68.7,171,0,1.76,0,88,0,66.4,0,85,13.83,85,0.1,2500,100000,0.2,0.2,0.633,11.5
Micronesia,2009,Developing,68.5,172,0,2.06,0,89,0,65.8,0,81,13.44,91,0.1,2500,100000,0.2,0.2,0.629,11.4
Micronesia,2008,Developing,68.4,174,0,1.97,0,89,0,65.2,0,88,12.94,85,0.1,2500,100000,0.2,0.2,0.628,11.2
Micronesia,2007,Developing,68.2,175,0,1.64,0,9,0,64.7,0,79,11.99,79,0.1,2500,100000,0.2,0.2,0.625,11
Micronesia,2006,Developing,68,176,0,1.73,0,84,0,64.1,0,81,11.92,67,0.1,2500,100000,0.2,0.2,0.622,10.9
Micronesia,2005,Developing,67.9,178,0,1.9,0,91,0,63.6,0,94,12.11,94,0.1,2500,100000,0.2,0.2,0.617,10.7
Micronesia,2004,Developing,67.7,179,0,2.02,0,8,0,63.2,0,82,1.64,78,0.1,2500,100000,0.2,0.2,0.616,10.5
Micronesia,2003,Developing,67.5,18,0,3.15,0,89,0,62.8,0,88,9.69,92,0.1,2500,100000,0.2,0.2,0.612,10.4
Micronesia,2002,Developing,66.2,21,0,2.78,0,85,0,62.4,0,84,8.2,84,0.1,2500,100000,0.2,0.2,0.608,10.2
Micronesia,2001,Developing,67.2,183,0,2.82,0,81,0,62,0,79,8.58,75,0.1,2500,100000,0.3,0.2,0.604,10.1
Micronesia,2000,Developing,67,185,0,2.23,0,87,0,61.5,0,85,7.88,85,0.1,2500,100000,0.3,0.3,0,0
Monaco,2013,Developing,,,0,0.01,0,99,0,,0,99,4.3,99,0.1,,36000,,,,
Mongolia,2015,Developing,68.8,222,1,,0,99,20359,52.7,1,99,,99,0.1,3944.1839,2976877,2.2,2.3,0.733,14.8
Mongolia,2014,Developing,68.4,225,1,0.01,281.0023992,99,0,51.5,1,99,4.73,99,0.1,4181.583321,2923896,2.2,2.3,0.729,14.8
Mongolia,2012,Developing,67.8,231,1,0.01,253.8285861,99,0,49.2,2,99,4.22,99,0.1,4368.82248,2814226,2.2,2.3,0.712,14.7
Mongolia,2011,Developing,67.3,235,1,0.01,257.8403154,99,0,48,2,99,4.45,99,0.1,3769.595255,2761516,2.2,2.3,0.701,14.6
Mongolia,2009,Developing,66.9,235,1,4.61,134.1678932,97,8,45.9,2,96,5.29,95,0.1,1717.898761,2668289,2.2,2.3,0.686,13.8
Mongolia,2008,Developing,67.4,225,2,4.26,181.0123284,96,31,44.9,2,95,5.58,96,0.1,2139.625631,2628131,2.2,2.3,0.673,13.4
Mongolia,2005,Developing,64.5,274,2,2.75,98.68367951,98,0,42.1,2,99,5.9,99,0.1,998.8226671,2526446,2.3,2.4,0.637,11.8
Mongolia,2004,Developing,64,284,2,1.75,73.24150483,98,0,41.3,2,99,5.99,99,0.1,797.8377432,2496832,2.3,2.4,0.621,11.2
Mongolia,2003,Developing,64,271,2,1.31,56.05686428,98,18,4.5,2,98,6.18,98,0.1,646.561295,2469286,2.4,2.5,0.609,10.5
Mongolia,2002,Developing,63.8,263,2,2.43,55.60878216,98,1205,39.8,2,98,5.81,98,0.1,571.51883,2443659,2.4,2.5,0.599,10.1
Mongolia,2001,Developing,63.2,266,2,2.87,61.84921903,95,10677,39.1,3,95,5.45,95,0.1,524.145924,2419776,2.5,2.6,0.588,9.4
Mongolia,2000,Developing,62.8,274,2,2.79,56.431387,93,925,38.5,3,94,4.92,94,0.1,474.2133361,2397436,2.6,2.6,0.582,8.9
Montenegro,2015,Developing,76.1,16,0,,0,82,0,61.8,0,89,,89,0.1,6461.192554,622159,1.8,1.8,0.804,15.1
Montenegro,2010,Developing,75.3,115,0,6.56,635.4849381,9,5,59.1,0,93,6.9,94,0.1,6682.281158,619428,2,2,0.787,15
Montenegro,2009,Developing,75,117,0,6.45,489.6818699,87,0,58.5,0,91,6.7,92,0.1,6698.79439,618294,2,2.1,0.785,14.6
Montenegro,2008,Developing,74.6,121,0,6.17,709.1311228,93,0,57.8,0,95,6.13,95,0.1,7325.73474,616969,2.1,2.1,0.774,14.2
Montenegro,2007,Developing,74.2,125,0,4.98,678.5188944,9,0,57.2,0,92,6.74,92,0.1,5957.145693,615875,2.1,2.2,0.762,13.6
Montenegro,2005,Developing,73.6,133,0,,527.3076721,,0,55.7,0,,8.46,,0.1,3674.617924,614261,2.3,2.3,0.746,12.8
Montenegro,2004,Developing,73.5,134,0,0.01,57.12190146,,0,55,0,,8.45,,0.1,338.199535,613353,2.3,2.4,0.74,12.6
Montenegro,2003,Developing,73.5,134,0,0.01,495.0782963,,0,54.2,0,,8.91,,0.1,2789.1735,612267,2.4,2.4,0,0
Morocco,2013,Developing,73.9,97,18,0.45,179.8598949,99,92,56.5,21,99,5.94,99,0.1,3111.762887,33824769,6.4,6.2,0.634,12.1
Morocco,2012,Developing,73.6,99,19,0.55,19.15853732,99,668,55.5,22,99,6.15,99,0.1,294.746728,33333789,6.3,6.2,0.623,11.6
Morocco,2011,Developing,73.3,14,19,0.54,22.0945504,98,982,54.6,22,98,5.99,99,0.1,339.91616,32858823,6.3,6.2,0.612,11.2
Morocco,2009,Developing,72.3,116,20,0.62,188.2902861,98,834,52.7,23,99,5.67,99,0.1,2861.5545,31989897,6.4,6.2,0.596,10.5
Morocco,2008,Developing,71.8,123,21,0.51,171.3658969,97,1455,51.7,24,99,5.41,99,0.1,2884.94776,31596855,6.4,6.3,0.589,10.3
Morocco,2007,Developing,71.4,128,21,0.56,157.6431445,95,2248,5.8,25,95,5.48,95,0.1,2494.353552,31225881,6.4,6.3,0.581,10
Morocco,2003,Developing,69.9,146,24,0.58,88.16506179,9,10841,47.3,28,91,5.25,91,0.1,1721.973863,29843937,6.6,6.4,0.551,9.3
Morocco,2002,Developing,69.5,15,25,0.46,66.72933871,92,6000,46.5,29,94,5.31,94,0.1,1413.757176,29512368,6.6,6.5,0.54,8.8
Morocco,2001,Developing,69,155,26,0.46,71.11645,84,2724,45.7,30,93,4.44,96,0.1,1336.775376,29181832,6.7,6.5,0.53,8.5
Morocco,2000,Developing,68.6,16,27,0.45,63.42140024,43,7368,44.8,32,95,4.18,95,0.1,1332.382358,28849621,6.7,6.6,0.519,8
Mozambique,2014,Developing,56.7,375,61,0.01,54.91159475,79,9,22.2,84,79,6.98,79,4.1,623.2871141,27212382,3.6,3.5,0.409,9.1
Mozambique,2013,Developing,55.3,46,62,1.16,5.813338496,78,8,21.8,87,78,5.9,78,5.1,65.985681,26434372,3.6,3.5,0.405,9.1
Mozambique,2008,Developing,53.2,45,72,1.48,0.796915785,75,4,19.7,104,74,4.91,75,12.6,53.127719,22846758,3.7,3.7,0.372,8.8
Mozambique,2007,Developing,52.1,425,74,1.03,53.9502789,75,267,19.3,108,75,5.25,75,14.1,422.1461573,22188387,3.8,3.7,0.36,8.2
Mozambique,2006,Developing,51.2,434,78,1.2,58.59644487,75,183,18.9,113,73,6.51,78,16.3,385.7567141,21547463,3.8,3.7,0.353,7.9
Mozambique,2003,Developing,51,424,85,1.68,42.52689559,76,28898,17.7,124,67,6.39,85,15.3,283.8911588,19716598,4,3.9,0.318,6.7
Mozambique,2002,Developing,49.8,416,87,2.16,40.82597077,76,7155,17.3,127,76,6.45,76,14.5,262.884551,19139658,4,4,0.311,6.2
Mozambique,2001,Developing,49.5,48,90,2.09,37.82511936,25,7085,16.9,132,72,5.64,73,13.4,256.4414872,18588758,4.1,4,0.298,5.8
Myanmar,2014,Developing,66.4,21,40,0.01,45.33788677,88,122,22.9,52,88,2.28,88,0.3,1262.893782,51924182,12.9,13.1,0.547,9.1
Myanmar,2013,Developing,66.2,22,42,0.7,38.33793462,75,1010,22.1,55,76,2.16,75,0.4,1168.83947,51448196,12.9,13.2,0.54,9.1
Myanmar,2008,Developing,59.2,296,59,0.3,9.53048032,85,333,18.3,96,85,1.87,85,0.6,643.951373,49479752,13.2,13.4,0.493,8.2
Myanmar,2007,Developing,64.5,217,58,0.26,0.5305728,85,1088,17.6,78,84,1.68,86,0.6,41.451,49171586,13.2,13.5,0.484,8.1
Myanmar,2006,Developing,64.2,22,61,0.28,4.632776304,75,760,17,83,82,1.78,82,0.6,296.97284,48846474,13.2,13.5,0.474,8
Myanmar,2005,Developing,63.9,224,64,0.28,2.793843188,62,314,16.4,87,86,1.83,73,0.5,247.24276,48482614,13.2,13.6,0.465,7.9
Myanmar,2003,Developing,63.2,231,69,0.4,3.824212472,8,830,15.2,93,86,1.97,78,0.5,219.782326,47624894,13.3,13.6,0.445,7.7
Myanmar,2001,Developing,62.5,239,72,0.38,1.917164,,2519,14.1,98,77,1.8,73,0.4,138.9249275,46627994,13.3,13.7,0.427,7.6
Namibia,2015,Developing,65.8,248,2,,0,92,212,35.7,3,92,,92,2.1,4737.66996,2425561,8.2,8.1,0.637,11.7
Namibia,2012,Developing,65.8,232,3,0.01,796.8734263,84,86,33.3,4,84,8.24,84,3.7,5749.44752,2263934,9.5,9.4,0.619,11.5
Namibia,2011,Developing,64.3,268,3,7.84,7.896234931,82,79,32.5,4,85,8.78,82,4.7,56.971392,2215621,9.9,9.9,0.612,11.5
Namibia,2003,Developing,55,471,3,5.28,294.6571552,,262,26.5,4,82,6.52,79,24.7,2482.36862,1986535,14.2,14.3,0.554,11.7
Namibia,2002,Developing,55.7,452,3,5.09,203.7322893,,1278,25.8,4,78,6.17,77,24.6,1713.47594,1962147,14.7,14.8,0.556,11.8
Namibia,2001,Developing,56.5,426,3,5.09,205.8078833,,416,25.1,4,79,6.18,78,23.9,1834.29486,1933596,15.2,15.4,0.556,11.7
Namibia,2000,Developing,57.4,41,3,5.73,35.80978512,,469,24.5,4,8,6.11,79,22.8,257.99557,1899257,15.7,15.9,0.559,11.5
Nauru,2013,Developing,,,0,0.01,15.60659587,87,0,87.3,0,87,4.65,87,0.1,136.18321,11000,0.1,0.1,,9.6
Nepal,2015,Developing,69.2,165,17,,0,91,1599,19.1,21,9,,91,0.1,743.7653489,28656282,15.7,16.1,0.555,12.2
Nepal,2014,Developing,69.6,158,18,0.01,8.523486403,92,1279,18.5,22,92,5.8,92,0.1,76.2386977,28323241,15.9,16.3,0.551,12.4
Nepal,2012,Developing,68.9,167,20,0.26,80.58788376,9,3362,17.4,25,9,5.89,9,0.2,681.7925868,27649925,16.3,16.7,0.538,12.3
Nepal,2011,Developing,68.4,172,22,0.27,112.1229028,92,2359,16.9,27,92,6.73,92,0.2,692.1166842,27327147,16.5,16.9,0.529,12
Nepal,2008,Developing,67,189,27,0.21,70.27113179,82,2089,15.4,35,82,6.44,82,0.2,473.844449,26475859,17,17.6,0.492,10.1
Nepal,2007,Developing,66.6,194,29,0.2,52.22906505,82,1415,14.9,38,82,5.84,82,0.2,393.8843518,26214847,17.2,17.8,0.486,10
Nepal,2002,Developing,63.1,238,40,0.19,23.18394594,,6749,12.4,54,72,5.6,72,0.1,246.375621,24566342,18.2,18.8,0.447,8.6
Nepal,2001,Developing,63.2,23,43,0.09,21.92813881,,10849,11.9,58,73,5.36,72,0.1,248.6183539,24161777,18.3,19,0.446,9
Netherlands,2015,Developed,81.9,57,1,,0,94,7,62.1,1,95,,95,0.1,44292.88473,16939923,1,0.9,0.923,18.1
Netherlands,2012,Developed,81.1,62,1,9.05,1162.656768,2,10,6.5,1,97,11.1,97,0.1,49474.7561,16754962,1,0.9,0.921,18.1
Netherlands,2010,Developed,88,64,1,9.33,1035.621437,,15,59.3,1,97,1.48,97,0.1,5338.25483,16615394,1,0.9,0.906,17
Netherlands,2008,Developed,83,68,1,9.62,10873.40554,,109,57.9,1,97,9.57,97,0.1,56928.8248,16445593,1,0.9,0.905,16.8
Netherlands,2007,Developed,82,68,1,9.53,9689.732784,,10,57.3,1,97,9.36,97,0.1,51241.31562,16381696,1,1,0.899,16.6
Netherlands,2005,Developed,79.4,72,1,9.69,6577.508136,,4,55.8,1,96,9.6,96,0.1,41577.169,16319868,1,1,0.888,16.4
Netherlands,2004,Developed,79.2,77,1,9.56,5170.130703,,11,55,1,98,8.52,98,0.1,39954.64222,16281779,1,1,0.885,16.5
Netherlands,2002,Developed,78.4,81,1,9.68,3455.197053,,3,53.4,1,97,8.34,97,0.1,28817.32321,16148929,1.1,1,0.882,16.9
Netherlands,2000,Developed,78.1,84,1,10.06,2944.640134,,1019,51.8,1,97,7.42,97,0.1,25921.12794,15925513,1.1,1.1,0.873,16.5
New Zealand,2015,Developed,81.6,66,0,8.7,0,92,10,67.5,0,92,,92,0.1,3821.8937,4000000,0.4,0.3,0.913,19.2
New Zealand,2014,Developed,81.5,67,0,9.07,1040.278436,93,280,66.9,0,93,11.3,93,0.1,4453.24673,4000000,0.4,0.3,0.91,19.2
New Zealand,2013,Developed,81.3,69,0,9.18,10019.0763,93,8,66.4,0,92,11.17,92,0.1,42889.88141,4000000,0.3,0.3,0.908,19.3
New Zealand,2012,Developed,81.1,7,0,9.2,924.5653683,93,68,65.9,0,93,11.53,93,0.1,3997.25624,4000000,0.3,0.3,0.904,19.5
New Zealand,2011,Developed,86,72,0,9.47,8342.405764,95,597,65.3,0,95,11.24,95,0.1,38426.5581,4000000,0.3,0.3,0.901,19.7
New Zealand,2010,Developed,89,71,0,9.62,6664.148708,9,43,64.8,0,93,11.2,93,0.1,33691.34837,4000000,0.3,0.3,0.899,20.3
New Zealand,2009,Developed,85,73,0,9.24,63.57705167,93,198,64.3,0,92,11.21,92,0.1,282.94193,4000000,0.3,0.3,0.895,19.3
New Zealand,2008,Developed,81,75,0,9.49,6761.288966,9,0,63.8,0,89,1.7,89,0.1,31287.77865,4000000,0.3,0.3,0.894,19.5
New Zealand,2007,Developed,81,76,0,9.19,606.3106561,88,25,63.2,0,88,8.35,88,0.1,3259.73471,4000000,0.3,0.3,0.891,19.2
New Zealand,2006,Developed,79.9,76,0,9.34,496.2228007,87,20,62.6,0,89,8.65,89,0.1,2667.86452,4000000,0.3,0.3,0.888,19.1
New Zealand,2005,Developed,79.9,78,0,9.31,491.055852,87,20,62.1,0,89,8.25,89,0.1,2775.89515,4000000,0.3,0.3,0.886,18.9
New Zealand,2004,Developed,79.2,79,0,9.15,442.3774869,88,33,61.5,0,87,7.89,89,0.1,2542.39935,4000000,0.3,0.3,0.884,18.4
New Zealand,2003,Developed,79.1,82,0,8.91,3661.792922,89,66,6.9,0,86,7.71,9,0.1,21913.7817,4000000,0.3,0.3,0.881,18.2
New Zealand,2002,Developed,78.7,83,0,9.13,2892.257132,89,21,6.3,0,84,7.89,9,0.1,16874.31232,4000000,0.3,0.3,0.873,17.5
New Zealand,2001,Developed,78.5,83,0,8.75,2205.98595,9,65,59.6,0,82,7.58,9,0.1,13882.85683,4000000,0.3,0.3,0.868,17.4
New Zealand,2000,Developed,78.6,87,0,8.91,2143.021083,9,65,58.9,0,82,7.47,9,0.1,13641.1272,4000000,0.3,0.3,0.864,17.2
Nicaragua,2013,Developing,73.9,157,2,3.58,366.4841804,98,0,52.4,3,99,8.43,98,0.1,1847.19849,5945747,1.8,1.7,0.63,11.5
Nicaragua,2010,Developing,73.2,154,3,3.38,302.7045411,98,0,5.2,3,99,6.58,98,0.1,1526.497938,5737723,1.9,1.8,0.614,11.4
Nicaragua,2009,Developing,73.2,163,3,3.36,292.753101,98,0,49.4,3,99,6.82,98,0.2,1464.497754,5666581,1.9,1.8,0.613,11.3
Nicaragua,2005,Developing,71.2,194,3,3.7,218.5716179,86,0,46.4,4,87,6.11,86,0.3,1175.116225,5379328,2,1.9,0.592,11
Nicaragua,2002,Developing,75,197,4,3.5,2.092343893,85,0,44.2,5,85,5.71,85,0.4,11.147277,5171734,2.2,2.1,0.577,10.7
Niger,2015,Developing,61.8,22,49,,0,65,7693,19.3,87,65,,65,0.4,358.99731,19896965,9.6,9.4,0.351,5.4
Niger,2014,Developing,61.4,223,49,0.01,3.304039899,68,1142,18.9,88,67,5.82,68,0.5,43.646498,19148219,9.8,9.6,0.345,5.3
Niger,2013,Developing,69,227,49,0.01,31.50243237,67,1224,18.5,89,56,5.9,67,0.6,416.14838,18426372,1,9.9,0.341,5.3
